['Fi', 'R', 'U', 'Ui', 'Fi', 'Li', 'F', 'Bi', 'Ui', 'Ui', 'R', 'Li', 'Ri', 'D', 'R', 'L', 'Bi', 'Fi', 'D', 'R', 'Fi', 'R', 'L', 'U', 'R', 'U', 'Li', 'U', 'Ri', 'F']
['D', 'D', 'L', 'Ri', 'Fi', 'D', 'D', 'Ri', 'F', 'U', 'R', 'D', 'B', 'Fi', 'Ui', 'Ri', 'F', 'F', 'B', 'Ri', 'U', 'D', 'B', 'Fi', 'D', 'Ri', 'Di', 'Bi', 'F', 'Bi']
['D', 'B', 'B', 'F', 'Fi', 'L', 'Ri', 'U', 'L', 'Bi', 'L', 'B', 'Li', 'L', 'Ri', 'R', 'R', 'Di', 'Ui', 'R', 'U', 'Bi', 'Bi', 'Ri', 'R', 'F', 'Bi', 'F', 'Ui', 'Ui']
['D', 'B', 'D', 'Ui', 'B', 'Li', 'Ri', 'U', 'Li', 'Ui', 'Ri', 'Fi', 'L', 'B', 'L', 'L', 'F', 'Bi', 'B', 'Di', 'R', 'D', 'F', 'Ri', 'Di', 'Ui', 'Li', 'R', 'B', 'R']
['Fi', 'R', 'Di', 'L', 'Di', 'F', 'B', 'Fi', 'Di', 'Li', 'D', 'Ri', 'Fi', 'L', 'F', 'R', 'U', 'Ui', 'Bi', 'U', 'R', 'L', 'Ui', 'Di', 'Di', 'R', 'Li', 'Li', 'L', 'F']
['R', 'U', 'L', 'Ri', 'D', 'F', 'Ri', 'D', 'R', 'F', 'R', 'Di', 'Bi', 'R', 'B', 'D', 'L', 'F', 'R', 'L', 'B', 'R', 'Ri', 'Ui', 'Di', 'B', 'Li', 'Ui', 'B', 'D']
['Ui', 'Ui', 'Fi', 'Fi', 'B', 'Di', 'L', 'Ui', 'F', 'Bi', 'U', 'Ri', 'B', 'D', 'R', 'R', 'F', 'B', 'L', 'U', 'L', 'U', 'Fi', 'B', 'B', 'Bi', 'B', 'Bi', 'U', 'U']
['Fi', 'B', 'Di', 'F', 'Ri', 'Li', 'Bi', 'R', 'B', 'R', 'Fi', 'F', 'R', 'Li', 'D', 'Di', 'Fi', 'F', 'Fi', 'Li', 'L', 'R', 'Ri', 'Fi', 'R', 'R', 'Ri', 'Di', 'Fi', 'F']
['B', 'Ri', 'D', 'L', 'F', 'B', 'Li', 'B', 'R', 'Ui', 'Bi', 'Li', 'D', 'B', 'Di', 'Di', 'R', 'Di', 'Ri', 'Di', 'L', 'D', 'U', 'Li', 'Fi', 'Fi', 'Ri', 'U', 'Ui', 'F']
['F', 'L', 'Ui', 'B', 'L', 'Fi', 'Li', 'Li', 'D', 'Li', 'F', 'Ui', 'Ui', 'L', 'L', 'R', 'B', 'R', 'Li', 'Ri', 'Li', 'Fi', 'F', 'Li', 'Ui', 'Ui', 'L', 'Di', 'Bi', 'Fi']
['R', 'L', 'Ui', 'D', 'Bi', 'Ri', 'Di', 'Ui', 'Bi', 'Ui', 'Ui', 'L', 'D', 'F', 'Fi', 'Fi', 'U', 'Di', 'Ri', 'Ri', 'Ri', 'Bi', 'Ri', 'Ri', 'F', 'D', 'Ui', 'U', 'Ri', 'Fi']
['Fi', 'Ri', 'Bi', 'B', 'L', 'R', 'Fi', 'Bi', 'R', 'U', 'Fi', 'Ri', 'B', 'B', 'D', 'Fi', 'Ri', 'Ui', 'Li', 'Li', 'R', 'Ri', 'Ui', 'Bi', 'U', 'Bi', 'U', 'B', 'R', 'D']
['Fi', 'Fi', 'D', 'Fi', 'F', 'Ui', 'Bi', 'L', 'Di', 'F', 'Fi', 'Ri', 'D', 'Ui', 'D', 'R', 'Ri', 'Li', 'F', 'Di', 'D', 'Ui', 'R', 'Ri', 'Bi', 'Di', 'F', 'L', 'U', 'Li']
['D', 'B', 'Ui', 'Fi', 'Bi', 'Li', 'F', 'B', 'Ui', 'Ui', 'B', 'D', 'Bi', 'R', 'B', 'F', 'R', 'D', 'Fi', 'Bi', 'L', 'R', 'Ri', 'Bi', 'Ui', 'Di', 'Di', 'B', 'Ri', 'Li']
['B', 'U', 'B', 'F', 'F', 'Ri', 'Ui', 'R', 'Ui', 'U', 'B', 'B', 'U', 'F', 'Ui', 'U', 'F', 'U', 'B', 'Bi', 'L', 'Bi', 'Bi', 'Fi', 'Ui', 'R', 'Bi', 'Fi', 'L', 'Ui']
['R', 'Fi', 'Ui', 'R', 'U', 'Li', 'U', 'Ui', 'Ri', 'D', 'L', 'B', 'Ui', 'Bi', 'L', 'U', 'Di', 'L', 'Li', 'Ri', 'Li', 'Li', 'B', 'F', 'Di', 'L', 'D', 'F', 'L', 'F']
['Di', 'B', 'U', 'D', 'Ri', 'L', 'Li', 'F', 'U', 'Ui', 'Ui', 'Ui', 'Fi', 'L', 'Ri', 'R', 'Ui', 'Ri', 'L', 'B', 'L', 'Ui', 'D', 'L', 'R', 'F', 'Di', 'Di', 'D', 'L']
['F', 'Ri', 'Ri', 'U', 'Ui', 'B', 'Li', 'Bi', 'Fi', 'Bi', 'L', 'D', 'D', 'Li', 'Bi', 'Ui', 'Bi', 'Di', 'R', 'U', 'Fi', 'R', 'Bi', 'R', 'Ri', 'L', 'Li', 'Li', 'Bi', 'Li']
['R', 'U', 'Ui', 'B', 'Ui', 'R', 'Ri', 'U', 'B', 'F', 'B', 'L', 'B', 'D', 'Li', 'Li', 'U', 'Li', 'D', 'L', 'U', 'U', 'Li', 'D', 'Di', 'B', 'Di', 'Di', 'Di', 'U']
['U', 'L', 'D', 'L', 'Ui', 'L', 'B', 'Ui', 'F', 'U', 'Fi', 'F', 'D', 'R', 'Fi', 'L', 'B', 'Di', 'Fi', 'R', 'Bi', 'U', 'L', 'L', 'Ri', 'U', 'D', 'D', 'Ri', 'F']
['R', 'R', 'D', 'L', 'B', 'Ui', 'D', 'Bi', 'D', 'B', 'U', 'R', 'L', 'Ui', 'Ui', 'B', 'Ri', 'Ri', 'Ri', 'B', 'F', 'Li', 'Li', 'D', 'Di', 'L', 'R', 'B', 'Ri', 'Ri']
['D', 'L', 'F', 'D', 'Ri', 'B', 'D', 'Li', 'D', 'L', 'L', 'Ri', 'U', 'U', 'L', 'Di', 'U', 'B', 'Di', 'F', 'B', 'B', 'U', 'R', 'R', 'B', 'Bi', 'L', 'Ri', 'Ri']
['Ri', 'Bi', 'Fi', 'F', 'Fi', 'Li', 'Di', 'D', 'D', 'B', 'R', 'Ri', 'D', 'D', 'R', 'B', 'Ri', 'R', 'Ui', 'F', 'D', 'Ui', 'Li', 'B', 'Fi', 'Bi', 'L', 'Di', 'B', 'Ui']
['Fi', 'L', 'Bi', 'L', 'Ri', 'Ri', 'Ri', 'Bi', 'Ri', 'Li', 'B', 'R', 'Di', 'D', 'Bi', 'Fi', 'F', 'Bi', 'Di', 'Bi', 'Ri', 'Bi', 'D', 'F', 'Bi', 'D', 'R', 'U', 'Bi', 'Ui']
['U', 'D', 'Di', 'Ui', 'F', 'F', 'Fi', 'L', 'U', 'Fi', 'Li', 'Li', 'F', 'D', 'B', 'R', 'U', 'Di', 'Li', 'D', 'F', 'B', 'F', 'Bi', 'Ui', 'Di', 'L', 'L', 'Ri', 'L']
['Fi', 'F', 'R', 'D', 'Ui', 'Di', 'D', 'D', 'Ri', 'Ui', 'Li', 'Ri', 'R', 'Bi', 'Ui', 'R', 'F', 'Fi', 'Li', 'Li', 'F', 'F', 'D', 'Ri', 'Ri', 'Li', 'B', 'L', 'B', 'F']
['Di', 'Bi', 'D', 'Fi', 'Di', 'Di', 'Bi', 'Bi', 'U', 'R', 'Ri', 'Bi', 'F', 'B', 'Fi', 'Fi', 'Li', 'B', 'R', 'Fi', 'B', 'Bi', 'L', 'B', 'F', 'R', 'Ui', 'U', 'Di', 'Fi']
['B', 'D', 'D', 'Ui', 'R', 'U', 'Ui', 'Ri', 'Ui', 'Di', 'F', 'Li', 'D', 'U', 'L', 'Bi', 'U', 'B', 'F', 'Fi', 'Di', 'Ui', 'Ri', 'L', 'R', 'Ui', 'Di', 'D', 'Li', 'B']
['B', 'U', 'Ri', 'R', 'U', 'Li', 'Di', 'Di', 'D', 'B', 'B', 'Fi', 'Bi', 'L', 'Ri', 'Li', 'R', 'L', 'Di', 'Fi', 'B', 'Ui', 'Di', 'F', 'L', 'R', 'Li', 'D', 'Ri', 'Ri']
['B', 'Ri', 'Li', 'Di', 'Bi', 'Bi', 'Fi', 'Fi', 'Fi', 'L', 'B', 'Ri', 'L', 'Di', 'B', 'Ui', 'Di', 'Li', 'Ri', 'U', 'U', 'R', 'U', 'Ri', 'U', 'Ui', 'Fi', 'Li', 'Ri', 'D']
['D', 'L', 'Fi', 'Ui', 'D', 'Li', 'D', 'Bi', 'Fi', 'B', 'L', 'L', 'Li', 'L', 'Ri', 'U', 'R', 'U', 'Fi', 'Ui', 'Di', 'R', 'Ui', 'Li', 'D', 'Ri', 'L', 'B', 'L', 'Ui']
['Bi', 'D', 'Ui', 'Ui', 'F', 'Di', 'Ri', 'Ui', 'F', 'B', 'Di', 'Li', 'Ui', 'F', 'B', 'Bi', 'U', 'Di', 'Li', 'U', 'F', 'Di', 'Bi', 'Fi', 'F', 'F', 'B', 'R', 'F', 'U']
['Ui', 'Di', 'U', 'F', 'Li', 'U', 'Fi', 'L', 'Ri', 'D', 'Di', 'L', 'Fi', 'Ui', 'L', 'Di', 'Di', 'Ri', 'B', 'Bi', 'R', 'Ui', 'Li', 'R', 'Li', 'U', 'Bi', 'U', 'D', 'Ui']
['R', 'L', 'F', 'D', 'Bi', 'R', 'R', 'L', 'Ri', 'F', 'L', 'Ui', 'D', 'Ri', 'Ri', 'Di', 'L', 'R', 'U', 'U', 'U', 'Di', 'U', 'L', 'L', 'R', 'Di', 'Bi', 'Bi', 'Ri']
['Bi', 'R', 'Di', 'Li', 'D', 'F', 'F', 'Di', 'Ui', 'Li', 'Fi', 'Ui', 'Bi', 'U', 'Bi', 'U', 'Di', 'D', 'U', 'B', 'F', 'L', 'Bi', 'U', 'U', 'Fi', 'Ri', 'F', 'Fi', 'Bi']
['B', 'Di', 'B', 'Li', 'Di', 'R', 'F', 'Di', 'Ri', 'Bi', 'U', 'Ri', 'R', 'B', 'F', 'R', 'F', 'Ui', 'L', 'Ri', 'Di', 'B', 'Li', 'Di', 'Fi', 'Ui', 'Bi', 'Bi', 'Fi', 'Ui']
['R', 'Fi', 'U', 'L', 'D', 'Ui', 'Li', 'Ui', 'Bi', 'B', 'L', 'Di', 'Ri', 'F', 'F', 'Fi', 'D', 'F', 'Ri', 'Bi', 'B', 'U', 'L', 'Fi', 'B', 'Li', 'Li', 'L', 'L', 'B']
['R', 'Li', 'Ri', 'F', 'F', 'Fi', 'L', 'U', 'Bi', 'U', 'Li', 'Bi', 'Bi', 'B', 'Li', 'Di', 'Li', 'F', 'L', 'D', 'Fi', 'Ri', 'Ui', 'L', 'Li', 'Ui', 'F', 'Fi', 'L', 'D']
['R', 'Ri', 'Ri', 'D', 'Di', 'Bi', 'Li', 'Ri', 'D', 'Di', 'R', 'B', 'D', 'F', 'L', 'U', 'R', 'D', 'Di', 'D', 'Ri', 'Li', 'Fi', 'Bi', 'U', 'Di', 'L', 'Ui', 'Di', 'Bi']
['R', 'D', 'F', 'L', 'B', 'Fi', 'R', 'B', 'U', 'L', 'U', 'D', 'Ri', 'U', 'Di', 'Ri', 'L', 'F', 'Bi', 'Ui', 'L', 'Fi', 'B', 'F', 'Bi', 'F', 'Di', 'R', 'Ri', 'Bi']
['R', 'U', 'F', 'R', 'B', 'F', 'D', 'Fi', 'B', 'R', 'B', 'Ui', 'Li', 'Fi', 'F', 'Li', 'Fi', 'B', 'Ri', 'Li', 'Li', 'D', 'F', 'Di', 'Di', 'Ri', 'L', 'Bi', 'L', 'Bi']
['Li', 'Ri', 'Fi', 'F', 'B', 'U', 'L', 'F', 'Li', 'Bi', 'L', 'D', 'Ui', 'Fi', 'Ui', 'L', 'Li', 'Li', 'Ui', 'F', 'L', 'Fi', 'Bi', 'R', 'U', 'Bi', 'F', 'Fi', 'R', 'B']
['F', 'Bi', 'Ui', 'B', 'Fi', 'D', 'Fi', 'L', 'L', 'F', 'L', 'Li', 'B', 'B', 'L', 'U', 'Di', 'L', 'Ri', 'Ri', 'Di', 'L', 'F', 'Ri', 'F', 'L', 'Ri', 'Li', 'Bi', 'Fi']
['F', 'Ui', 'B', 'Di', 'Di', 'Ri', 'Ui', 'U', 'U', 'Di', 'B', 'Ui', 'U', 'U', 'U', 'L', 'R', 'L', 'Ri', 'B', 'Li', 'Fi', 'F', 'R', 'Fi', 'Fi', 'U', 'R', 'Di', 'R']
['B', 'Bi', 'Bi', 'Bi', 'B', 'F', 'Di', 'Fi', 'U', 'Fi', 'B', 'Fi', 'Bi', 'L', 'Fi', 'D', 'B', 'R', 'Di', 'Di', 'D', 'Di', 'L', 'Di', 'R', 'Bi', 'R', 'Fi', 'U', 'B']
['L', 'U', 'Li', 'B', 'Bi', 'R', 'Di', 'Ui', 'Ri', 'Li', 'Ui', 'Bi', 'B', 'Ri', 'Ri', 'U', 'D', 'F', 'B', 'Fi', 'R', 'Ri', 'L', 'Di', 'Ui', 'Di', 'Bi', 'Di', 'Bi', 'B']
['Fi', 'U', 'D', 'Fi', 'F', 'D', 'Bi', 'Fi', 'Bi', 'R', 'Fi', 'L', 'Fi', 'D', 'Di', 'Bi', 'B', 'Ui', 'L', 'Ui', 'R', 'L', 'R', 'Di', 'Bi', 'L', 'Fi', 'B', 'D', 'R']
['U', 'D', 'D', 'D', 'L', 'L', 'Bi', 'L', 'Di', 'Li', 'Ri', 'Ui', 'U', 'Li', 'D', 'Bi', 'Fi', 'Ri', 'Ui', 'R', 'Bi', 'Ri', 'Di', 'R', 'Ui', 'Ri', 'B', 'B', 'Fi', 'Ri']
['F', 'Li', 'Ui', 'U', 'Ri', 'F', 'F', 'U', 'B', 'B', 'R', 'Fi', 'Ui', 'U', 'U', 'D', 'D', 'Di', 'R', 'B', 'Bi', 'Di', 'Fi', 'Li', 'L', 'Ri', 'Ri', 'Di', 'Ui', 'Bi']
['Ui', 'Fi', 'U', 'Ri', 'Bi', 'Bi', 'U', 'Fi', 'D', 'F', 'D', 'R', 'Bi', 'L', 'Ui', 'F', 'Fi', 'B', 'Li', 'Di', 'Di', 'Li', 'U', 'Bi', 'Ri', 'R', 'Ui', 'L', 'Ui', 'Fi']
['Bi', 'F', 'D', 'Li', 'L', 'B', 'Fi', 'U', 'L', 'Bi', 'Fi', 'U', 'U', 'B', 'L', 'B', 'Bi', 'B', 'F', 'D', 'Ui', 'Li', 'Bi', 'D', 'Ui', 'Fi', 'Di', 'B', 'Ui', 'L']
['Ui', 'Ui', 'Li', 'Di', 'Fi', 'Di', 'Ri', 'U', 'Ri', 'R', 'Ri', 'F', 'Ui', 'L', 'Fi', 'Fi', 'Di', 'Bi', 'Di', 'Li', 'Ri', 'L', 'D', 'Fi', 'Bi', 'B', 'B', 'Ri', 'B', 'L']
['Di', 'Bi', 'U', 'Ri', 'Ui', 'U', 'Di', 'Di', 'Di', 'Di', 'Fi', 'Bi', 'Li', 'D', 'R', 'B', 'B', 'L', 'Fi', 'Di', 'U', 'Li', 'U', 'B', 'R', 'D', 'Ri', 'B', 'L', 'Di']
['B', 'Ri', 'D', 'Di', 'D', 'R', 'R', 'L', 'Fi', 'Fi', 'Bi', 'Li', 'Fi', 'B', 'Ri', 'R', 'B', 'L', 'Ui', 'B', 'D', 'F', 'Bi', 'F', 'Ui', 'Ri', 'Bi', 'B', 'R', 'L']
['Ri', 'Ui', 'Di', 'R', 'Di', 'F', 'Li', 'F', 'U', 'B', 'Di', 'Bi', 'Di', 'Ui', 'D', 'Fi', 'F', 'Fi', 'Li', 'Di', 'U', 'F', 'L', 'F', 'Bi', 'Fi', 'B', 'L', 'Di', 'Fi']
['R', 'D', 'L', 'R', 'U', 'Fi', 'L', 'Di', 'Ui', 'Ri', 'Fi', 'Di', 'Ui', 'Di', 'B', 'D', 'Fi', 'Ri', 'Di', 'Ri', 'Fi', 'D', 'U', 'B', 'U', 'Bi', 'Ui', 'Fi', 'Ui', 'L']
['B', 'R', 'Di', 'Fi', 'R', 'R', 'B', 'Fi', 'R', 'B', 'B', 'F', 'Bi', 'Ui', 'Li', 'Fi', 'F', 'Li', 'U', 'Li', 'Di', 'D', 'L', 'Li', 'Ui', 'Li', 'Fi', 'L', 'Di', 'D']
['F', 'Ui', 'R', 'B', 'Ui', 'D', 'R', 'Fi', 'R', 'Di', 'D', 'D', 'B', 'R', 'U', 'U', 'U', 'Fi', 'Li', 'F', 'R', 'F', 'L', 'L', 'F', 'F', 'Fi', 'Ri', 'Ri', 'F']
['Ui', 'Bi', 'U', 'U', 'Ri', 'Di', 'U', 'Bi', 'Li', 'Bi', 'F', 'Fi', 'F', 'U', 'F', 'Ui', 'D', 'D', 'Bi', 'L', 'Ui', 'D', 'F', 'F', 'Di', 'L', 'Ri', 'U', 'Ri', 'F']
['D', 'D', 'B', 'B', 'Ui', 'Li', 'Li', 'D', 'B', 'Li', 'B', 'B', 'U', 'Di', 'F', 'Ui', 'Ui', 'Di', 'Di', 'Di', 'U', 'Li', 'Li', 'R', 'Li', 'Li', 'Fi', 'F', 'Bi', 'D']
['Li', 'D', 'B', 'L', 'Li', 'R', 'Bi', 'Di', 'Ui', 'B', 'D', 'Fi', 'Ui', 'Li', 'L', 'B', 'Ri', 'Li', 'F', 'Ui', 'F', 'B', 'Ri', 'U', 'Li', 'Li', 'R', 'Fi', 'Ri', 'Di']
['R', 'U', 'Ui', 'U', 'F', 'Ui', 'B', 'Fi', 'Fi', 'F', 'Ui', 'Ui', 'Bi', 'Ui', 'Fi', 'Li', 'Ui', 'F', 'Ui', 'Li', 'B', 'Ui', 'D', 'U', 'Ri', 'R', 'F', 'Di', 'Di', 'Di']
['Li', 'U', 'Di', 'Ri', 'Ui', 'Di', 'Ui', 'Li', 'F', 'Di', 'Ui', 'Bi', 'Li', 'Ui', 'D', 'Ui', 'B', 'Ri', 'F', 'U', 'Ui', 'Fi', 'Li', 'R', 'Ui', 'L', 'R', 'R', 'Di', 'Di']
['Ri', 'Li', 'Fi', 'L', 'R', 'Li', 'Di', 'Li', 'Li', 'D', 'Fi', 'L', 'Bi', 'Di', 'F', 'Fi', 'R', 'B', 'Bi', 'L', 'Ri', 'F', 'F', 'Bi', 'B', 'F', 'Fi', 'R', 'Di', 'L']
['F', 'F', 'Bi', 'R', 'Di', 'Li', 'Ui', 'B', 'D', 'U', 'L', 'F', 'L', 'Li', 'Ri', 'Di', 'Fi', 'Ui', 'L', 'F', 'L', 'L', 'U', 'Bi', 'Fi', 'Fi', 'B', 'Fi', 'U', 'Bi']
['Fi', 'Ri', 'F', 'L', 'Fi', 'Ri', 'Di', 'Fi', 'U', 'Fi', 'B', 'Ri', 'Di', 'D', 'R', 'Fi', 'Ui', 'D', 'Bi', 'R', 'B', 'Ui', 'F', 'D', 'Ui', 'Li', 'Ui', 'Ri', 'Di', 'Bi']
['Fi', 'Fi', 'F', 'Fi', 'Ui', 'Bi', 'U', 'Ui', 'Fi', 'Ri', 'Di', 'Li', 'Ri', 'Ui', 'Ri', 'L', 'Bi', 'Bi', 'L', 'Di', 'R', 'F', 'U', 'Ri', 'L', 'L', 'Fi', 'Ui', 'D', 'R']
['Fi', 'B', 'Ri', 'B', 'R', 'R', 'U', 'R', 'U', 'Li', 'Ui', 'Di', 'D', 'Fi', 'Ui', 'Bi', 'Fi', 'F', 'L', 'Di', 'U', 'U', 'U', 'B', 'Bi', 'Di', 'L', 'L', 'U', 'Ui']
['D', 'U', 'F', 'D', 'R', 'Bi', 'Di', 'B', 'Di', 'U', 'Ui', 'Ri', 'Ri', 'Bi', 'L', 'Ri', 'F', 'Ui', 'F', 'B', 'U', 'Ri', 'Ui', 'L', 'D', 'Fi', 'Ui', 'Bi', 'L', 'U']
['Di', 'L', 'Fi', 'B', 'Ri', 'R', 'R', 'B', 'F', 'F', 'U', 'Di', 'L', 'Li', 'D', 'F', 'B', 'Fi', 'U', 'Fi', 'L', 'Fi', 'L', 'Ri', 'D', 'B', 'Ui', 'Fi', 'Li', 'Ui']
['U', 'B', 'R', 'Ui', 'Bi', 'Di', 'R', 'F', 'R', 'D', 'Li', 'B', 'R', 'Li', 'F', 'R', 'Di', 'Ui', 'Li', 'Di', 'Ri', 'L', 'Ui', 'U', 'D', 'Ui', 'Ui', 'Bi', 'B', 'R']
['Di', 'F', 'Li', 'B', 'F', 'L', 'Fi', 'Ui', 'F', 'Li', 'Bi', 'U', 'D', 'R', 'Fi', 'L', 'F', 'D', 'Bi', 'Di', 'Ri', 'F', 'R', 'Ui', 'U', 'Ui', 'Ri', 'Li', 'F', 'B']
['R', 'F', 'B', 'Ri', 'B', 'Di', 'F', 'Fi', 'Li', 'Di', 'Li', 'Ri', 'Ui', 'Fi', 'Bi', 'L', 'B', 'Bi', 'U', 'R', 'Bi', 'Fi', 'F', 'Bi', 'F', 'Fi', 'B', 'D', 'F', 'Di']
['Bi', 'R', 'Fi', 'Ri', 'L', 'Li', 'Ri', 'B', 'F', 'B', 'Ui', 'R', 'Ui', 'Ri', 'R', 'Fi', 'D', 'Ri', 'B', 'Ri', 'Di', 'Di', 'Ri', 'Ri', 'Di', 'F', 'B', 'D', 'R', 'Ui']
['Fi', 'Di', 'Ui', 'F', 'Di', 'U', 'Fi', 'R', 'Li', 'Di', 'Li', 'L', 'Ui', 'L', 'U', 'Ri', 'U', 'F', 'Ui', 'Li', 'Ri', 'Ri', 'F', 'U', 'Ri', 'D', 'Di', 'D', 'D', 'R']
['Ui', 'Ui', 'Li', 'B', 'L', 'Fi', 'D', 'B', 'D', 'L', 'Ui', 'Ri', 'D', 'Di', 'Fi', 'Di', 'B', 'B', 'D', 'Ui', 'Di', 'Ri', 'B', 'R', 'B', 'Bi', 'F', 'L', 'Ui', 'Li']
['B', 'D', 'D', 'D', 'Di', 'Di', 'Bi', 'Li', 'L', 'Di', 'Di', 'Ri', 'U', 'U', 'Li', 'L', 'Ui', 'U', 'R', 'L', 'R', 'Di', 'Bi', 'F', 'Ri', 'Bi', 'Di', 'Fi', 'B', 'F']
['Li', 'Di', 'R', 'L', 'B', 'Di', 'U', 'R', 'L', 'F', 'R', 'Li', 'Fi', 'Ui', 'F', 'Ri', 'D', 'Li', 'R', 'Fi', 'D', 'F', 'Ui', 'B', 'F', 'L', 'Fi', 'Fi', 'Fi', 'B']
['Ui', 'U', 'U', 'Ui', 'Fi', 'L', 'Li', 'U', 'Ui', 'U', 'Di', 'B', 'U', 'D', 'Ri', 'Di', 'D', 'D', 'Li', 'Di', 'F', 'Di', 'Ui', 'D', 'U', 'Di', 'Ri', 'B', 'F', 'Ri']
['U', 'Ui', 'Li', 'Bi', 'L', 'Li', 'U', 'L', 'Ri', 'Bi', 'Ui', 'U', 'Bi', 'D', 'Li', 'F', 'Fi', 'L', 'Ri', 'L', 'Di', 'Ri', 'B', 'F', 'Ui', 'Ui', 'L', 'Ri', 'L', 'Fi']
['Ri', 'R', 'D', 'B', 'Ui', 'Bi', 'L', 'Ri', 'L', 'Li', 'U', 'F', 'U', 'B', 'U', 'Li', 'F', 'F', 'Ui', 'Di', 'Ui', 'F', 'Bi', 'Fi', 'B', 'Fi', 'Bi', 'R', 'Di', 'R']
['B', 'Ri', 'L', 'Di', 'Ui', 'F', 'Bi', 'B', 'Fi', 'B', 'Fi', 'B', 'Li', 'L', 'L', 'Ri', 'Bi', 'Ui', 'B', 'Li', 'L', 'Fi', 'Ri', 'Li', 'R', 'R', 'Ui', 'Bi', 'B', 'Ui']
['U', 'U', 'Fi', 'F', 'Ui', 'D', 'Li', 'B', 'F', 'B', 'U', 'Bi', 'R', 'R', 'L', 'Ui', 'Bi', 'Li', 'Ri', 'R', 'B', 'R', 'F', 'Fi', 'Li', 'Li', 'B', 'F', 'Ri', 'U']
['Di', 'F', 'F', 'Ui', 'Di', 'Li', 'Di', 'R', 'Li', 'U', 'U', 'Di', 'F', 'Ri', 'F', 'L', 'Ui', 'Li', 'U', 'Ri', 'D', 'Ui', 'Di', 'Ri', 'R', 'F', 'Ui', 'U', 'Fi', 'D']
['Ui', 'Ui', 'L', 'Ri', 'Fi', 'L', 'Bi', 'D', 'B', 'Fi', 'L', 'Ri', 'Bi', 'Di', 'Di', 'Ri', 'Li', 'L', 'D', 'Ui', 'Fi', 'Ui', 'Fi', 'Ri', 'F', 'B', 'Fi', 'F', 'Di', 'B']
['Bi', 'U', 'U', 'Li', 'Ri', 'B', 'Di', 'Li', 'Li', 'L', 'Fi', 'Ri', 'D', 'L', 'Ui', 'Li', 'R', 'D', 'L', 'D', 'D', 'Di', 'Fi', 'Li', 'Ui', 'Di', 'Li', 'Bi', 'L', 'Ri']
['D', 'L', 'D', 'D', 'L', 'U', 'F', 'B', 'Bi', 'Ui', 'D', 'L', 'U', 'Di', 'Ui', 'Ri', 'Fi', 'L', 'B', 'R', 'R', 'Ri', 'R', 'F', 'R', 'B', 'B', 'L', 'Ui', 'Di']
['Ri', 'Ui', 'F', 'U', 'Di', 'Di', 'F', 'Li', 'U', 'Bi', 'L', 'R', 'Bi', 'Bi', 'F', 'D', 'Di', 'Ui', 'Ui', 'B', 'D', 'Fi', 'D', 'Bi', 'Di', 'L', 'Li', 'F', 'Li', 'L']
['Di', 'D', 'L', 'L', 'U', 'Di', 'L', 'Fi', 'Bi', 'Bi', 'F', 'Bi', 'Bi', 'Li', 'R', 'Fi', 'Ri', 'Fi', 'Di', 'Bi', 'Di', 'Li', 'Di', 'R', 'Li', 'B', 'Bi', 'Ui', 'R', 'R']
['Ui', 'D', 'D', 'B', 'F', 'Bi', 'Di', 'Ui', 'Li', 'R', 'L', 'F', 'Ui', 'Fi', 'U', 'R', 'D', 'Li', 'Fi', 'B', 'D', 'Li', 'F', 'U', 'Di', 'Bi', 'B', 'B', 'Li', 'Di']
['Fi', 'U', 'Li', 'Ri', 'U', 'U', 'D', 'D', 'Ri', 'L', 'Ri', 'F', 'L', 'F', 'Di', 'U', 'F', 'D', 'F', 'D', 'Bi', 'R', 'R', 'Ri', 'Ui', 'B', 'B', 'Di', 'Ri', 'U']
['Fi', 'Ri', 'R', 'L', 'R', 'Ri', 'Li', 'B', 'L', 'Fi', 'Ui', 'B', 'Ri', 'B', 'Ui', 'Fi', 'Li', 'F', 'R', 'Ui', 'R', 'F', 'Ri', 'U', 'Di', 'D', 'Bi', 'Di', 'Di', 'Fi']
['D', 'Ri', 'L', 'Fi', 'R', 'D', 'Ui', 'Bi', 'F', 'F', 'L', 'Di', 'D', 'F', 'Di', 'D', 'Ui', 'Bi', 'R', 'F', 'D', 'L', 'U', 'Bi', 'Bi', 'Fi', 'B', 'D', 'D', 'F']
['R', 'Ui', 'U', 'L', 'Ri', 'R', 'U', 'Bi', 'Li', 'Ui', 'Bi', 'L', 'Ui', 'Ri', 'R', 'Fi', 'Fi', 'R', 'Bi', 'Ri', 'L', 'Ui', 'R', 'Bi', 'Li', 'Fi', 'L', 'Di', 'Ui', 'Ui']
['Ri', 'Fi', 'Di', 'B', 'L', 'Li', 'R', 'U', 'Bi', 'B', 'D', 'Di', 'F', 'R', 'U', 'U', 'D', 'Li', 'Di', 'Ri', 'Li', 'F', 'L', 'B', 'Ui', 'Ui', 'Li', 'B', 'U', 'Bi']
['D', 'R', 'Li', 'L', 'Bi', 'F', 'Fi', 'L', 'Di', 'L', 'Bi', 'Ri', 'Ui', 'Di', 'F', 'L', 'R', 'F', 'U', 'Bi', 'B', 'Ui', 'Bi', 'Fi', 'D', 'Ui', 'D', 'Di', 'D', 'Bi']
